date,month,store,item,sales
17-01-2023,1,store_1,citrus fruit,3.676483917
18-01-2023,1,store_1,citrus fruit,3.741059144
19-01-2023,1,store_1,citrus fruit,3.85256584
20-01-2023,1,store_1,citrus fruit,3.921900061
21-01-2023,1,store_1,citrus fruit,3.934460884
22-01-2023,1,store_1,citrus fruit,3.570421315
23-01-2023,1,store_1,citrus fruit,3.704916051
24-01-2023,1,store_1,citrus fruit,3.686977406
25-01-2023,1,store_1,citrus fruit,3.726935462
26-01-2023,1,store_1,citrus fruit,3.801968469
27-01-2023,1,store_1,citrus fruit,3.892853448
28-01-2023,1,store_1,citrus fruit,3.917828344
29-01-2023,1,store_1,citrus fruit,3.525603065
30-01-2023,1,store_1,citrus fruit,3.713713157
31-01-2023,1,store_1,citrus fruit,3.699886749
01-02-2023,2,store_1,citrus fruit,3.866981499
02-02-2023,2,store_1,citrus fruit,3.917570754
03-02-2023,2,store_1,citrus fruit,3.968839619
04-02-2023,2,store_1,citrus fruit,4.033515238
05-02-2023,2,store_1,citrus fruit,3.67468886
06-02-2023,2,store_1,citrus fruit,3.781990725
07-02-2023,2,store_1,citrus fruit,3.818997399
08-02-2023,2,store_1,citrus fruit,3.860058354
09-02-2023,2,store_1,citrus fruit,3.906555185
10-02-2023,2,store_1,citrus fruit,3.949664892
11-02-2023,2,store_1,citrus fruit,4.027385428
12-02-2023,2,store_1,citrus fruit,3.682300754
13-02-2023,2,store_1,citrus fruit,3.828254389
14-02-2023,2,store_1,citrus fruit,3.849536837
15-02-2023,2,store_1,citrus fruit,3.891185952
16-02-2023,2,store_1,citrus fruit,3.936066647
17-02-2023,2,store_1,citrus fruit,4.004767622
18-02-2023,2,store_1,citrus fruit,4.056614113
19-02-2023,2,store_1,citrus fruit,3.670246696
20-02-2023,2,store_1,citrus fruit,3.810400579
21-02-2023,2,store_1,citrus fruit,3.815092721
22-02-2023,2,store_1,citrus fruit,3.872047206
23-02-2023,2,store_1,citrus fruit,3.949201951
24-02-2023,2,store_1,citrus fruit,3.992668608
25-02-2023,2,store_1,citrus fruit,4.05744034
26-02-2023,2,store_1,citrus fruit,3.692640859
27-02-2023,2,store_1,citrus fruit,3.83306747
28-02-2023,2,store_1,citrus fruit,3.801101281
01-03-2023,3,store_1,citrus fruit,4.059764545
02-03-2023,3,store_1,citrus fruit,4.128986493
03-03-2023,3,store_1,citrus fruit,4.166405901
04-03-2023,3,store_1,citrus fruit,4.249928242
05-03-2023,3,store_1,citrus fruit,3.882460244
06-03-2023,3,store_1,citrus fruit,3.968204681
07-03-2023,3,store_1,citrus fruit,4.003835828
08-03-2023,3,store_1,citrus fruit,4.055876224
09-03-2023,3,store_1,citrus fruit,4.090428918
10-03-2023,3,store_1,citrus fruit,4.159043752
11-03-2023,3,store_1,citrus fruit,4.229942246
12-03-2023,3,store_1,citrus fruit,3.848516919
13-03-2023,3,store_1,citrus fruit,3.975039079
14-03-2023,3,store_1,citrus fruit,3.99610887
15-03-2023,3,store_1,citrus fruit,4.064741411
16-03-2023,3,store_1,citrus fruit,4.137228066
17-03-2023,3,store_1,citrus fruit,4.160145353
18-03-2023,3,store_1,citrus fruit,4.216123425
19-03-2023,3,store_1,citrus fruit,3.841268506
20-03-2023,3,store_1,citrus fruit,3.992131907
21-03-2023,3,store_1,citrus fruit,3.975902274
22-03-2023,3,store_1,citrus fruit,4.062567931
23-03-2023,3,store_1,citrus fruit,4.127409038
24-03-2023,3,store_1,citrus fruit,4.181510765
25-03-2023,3,store_1,citrus fruit,4.229525589
26-03-2023,3,store_1,citrus fruit,3.844318118
27-03-2023,3,store_1,citrus fruit,3.978714523
28-03-2023,3,store_1,citrus fruit,3.95631166
29-03-2023,3,store_1,citrus fruit,4.047770041
30-03-2023,3,store_1,citrus fruit,4.129136633
31-03-2023,3,store_1,citrus fruit,4.166317584
01-01-2023,1,store_1,butter,3.046427241
02-01-2023,1,store_1,butter,3.233231528
03-01-2023,1,store_1,butter,3.229629355
04-01-2023,1,store_1,butter,3.263724674
05-01-2023,1,store_1,butter,3.324963384
06-01-2023,1,store_1,butter,3.454210696
07-01-2023,1,store_1,butter,3.509560662
08-01-2023,1,store_1,butter,3.126972666
09-01-2023,1,store_1,butter,3.220751785
10-01-2023,1,store_1,butter,3.232586457
11-01-2023,1,store_1,butter,3.341749805
12-01-2023,1,store_1,butter,3.349948495
13-01-2023,1,store_1,butter,3.41054193
14-01-2023,1,store_1,butter,3.480615517
15-01-2023,1,store_1,butter,3.086189321
16-01-2023,1,store_1,butter,3.210649065
17-01-2023,1,store_1,butter,3.217641401
18-01-2023,1,store_1,butter,3.271657137
19-01-2023,1,store_1,butter,3.367358111
20-01-2023,1,store_1,butter,3.459139403
21-01-2023,1,store_1,butter,3.509313648
22-01-2023,1,store_1,butter,3.059805135
23-01-2023,1,store_1,butter,3.197142715
24-01-2023,1,store_1,butter,3.214011338
25-01-2023,1,store_1,butter,3.235253556
26-01-2023,1,store_1,butter,3.345258848
27-01-2023,1,store_1,butter,3.430160099
28-01-2023,1,store_1,butter,3.446554819
29-01-2023,1,store_1,butter,3.059983055
30-01-2023,1,store_1,butter,3.193255209
31-01-2023,1,store_1,butter,3.26147868
01-02-2023,2,store_1,butter,3.363825019
02-02-2023,2,store_1,butter,3.475731166
03-02-2023,2,store_1,butter,3.525930463
04-02-2023,2,store_1,butter,3.625010533
05-02-2023,2,store_1,butter,3.192890576
06-02-2023,2,store_1,butter,3.384980534
07-02-2023,2,store_1,butter,3.384048078
08-02-2023,2,store_1,butter,3.418799182
09-02-2023,2,store_1,butter,3.459498885
10-02-2023,2,store_1,butter,3.487134682
11-02-2023,2,store_1,butter,3.575451114
12-02-2023,2,store_1,butter,3.148445921
13-02-2023,2,store_1,butter,3.310733188
14-02-2023,2,store_1,butter,3.364394155
15-02-2023,2,store_1,butter,3.392587583
16-02-2023,2,store_1,butter,3.412608034
17-02-2023,2,store_1,butter,3.542842465
18-02-2023,2,store_1,butter,3.608214166
19-02-2023,2,store_1,butter,3.208177739
20-02-2023,2,store_1,butter,3.347396278
21-02-2023,2,store_1,butter,3.382288423
22-02-2023,2,store_1,butter,3.468654931
23-02-2023,2,store_1,butter,3.447397266
24-02-2023,2,store_1,butter,3.474209624
25-02-2023,2,store_1,butter,3.558821258
26-02-2023,2,store_1,butter,3.239978549
27-02-2023,2,store_1,butter,3.339285894
28-02-2023,2,store_1,butter,3.338697033
01-03-2023,3,store_1,butter,3.598725006
02-03-2023,3,store_1,butter,3.669835918
03-03-2023,3,store_1,butter,3.713368104
04-03-2023,3,store_1,butter,3.772319691
05-03-2023,3,store_1,butter,3.369570701
06-03-2023,3,store_1,butter,3.514586448
07-03-2023,3,store_1,butter,3.553872102
08-03-2023,3,store_1,butter,3.642239055
09-03-2023,3,store_1,butter,3.628078337
10-03-2023,3,store_1,butter,3.698669329
11-03-2023,3,store_1,butter,3.743770143
12-03-2023,3,store_1,butter,3.369214656
13-03-2023,3,store_1,butter,3.465680631
14-03-2023,3,store_1,butter,3.528009453
15-03-2023,3,store_1,butter,3.569347008
16-03-2023,3,store_1,butter,3.645584944
17-03-2023,3,store_1,butter,3.69931854
18-03-2023,3,store_1,butter,3.809597684
19-03-2023,3,store_1,butter,3.398705198
20-03-2023,3,store_1,butter,3.49478652
21-03-2023,3,store_1,butter,3.544158149
22-03-2023,3,store_1,butter,3.569024255
23-03-2023,3,store_1,butter,3.623871238
24-03-2023,3,store_1,butter,3.757199954
25-03-2023,3,store_1,butter,3.805367062
26-03-2023,3,store_1,butter,3.411334755
27-03-2023,3,store_1,butter,3.522741813
28-03-2023,3,store_1,butter,3.52387752
29-03-2023,3,store_1,butter,3.527675847
30-03-2023,3,store_1,butter,3.649901555
31-03-2023,3,store_1,butter,3.681904543
01-01-2023,1,store_1,cold drinks,2.50064962
02-01-2023,1,store_1,cold drinks,2.710845593
03-01-2023,1,store_1,cold drinks,2.725715386
04-01-2023,1,store_1,cold drinks,2.795876437
05-01-2023,1,store_1,cold drinks,2.819729081
06-01-2023,1,store_1,cold drinks,2.919028315
07-01-2023,1,store_1,cold drinks,2.925939121
08-01-2023,1,store_1,cold drinks,2.548259657
09-01-2023,1,store_1,cold drinks,2.700813512
10-01-2023,1,store_1,cold drinks,2.688939837
11-01-2023,1,store_1,cold drinks,2.801829279
12-01-2023,1,store_1,cold drinks,2.772436876
13-01-2023,1,store_1,cold drinks,2.885214019
14-01-2023,1,store_1,cold drinks,3.00094555
15-01-2023,1,store_1,cold drinks,2.553576609
16-01-2023,1,store_1,cold drinks,2.741267047
17-01-2023,1,store_1,cold drinks,2.735151505
18-01-2023,1,store_1,cold drinks,2.801625128
19-01-2023,1,store_1,cold drinks,2.865563336
20-01-2023,1,store_1,cold drinks,2.873767807
21-01-2023,1,store_1,cold drinks,3.022923489
22-01-2023,1,store_1,cold drinks,2.636560635
23-01-2023,1,store_1,cold drinks,2.776183394
24-01-2023,1,store_1,cold drinks,2.779902762
25-01-2023,1,store_1,cold drinks,2.863908146
26-01-2023,1,store_1,cold drinks,2.837025904
27-01-2023,1,store_1,cold drinks,2.899399441
28-01-2023,1,store_1,cold drinks,2.960036609
29-01-2023,1,store_1,cold drinks,2.592588524
30-01-2023,1,store_1,cold drinks,2.723504582
31-01-2023,1,store_1,cold drinks,2.725116951
01-02-2023,2,store_1,cold drinks,2.912361896
02-02-2023,2,store_1,cold drinks,2.942910757
03-02-2023,2,store_1,cold drinks,3.026610084
04-02-2023,2,store_1,cold drinks,3.035224003
05-02-2023,2,store_1,cold drinks,2.695049267
06-02-2023,2,store_1,cold drinks,2.871351177
07-02-2023,2,store_1,cold drinks,2.803247915
08-02-2023,2,store_1,cold drinks,2.945085594
09-02-2023,2,store_1,cold drinks,2.98686604
10-02-2023,2,store_1,cold drinks,2.99033883
11-02-2023,2,store_1,cold drinks,3.071891467
12-02-2023,2,store_1,cold drinks,2.659544535
13-02-2023,2,store_1,cold drinks,2.819150754
14-02-2023,2,store_1,cold drinks,2.797572951
15-02-2023,2,store_1,cold drinks,2.901413464
16-02-2023,2,store_1,cold drinks,2.944278015
17-02-2023,2,store_1,cold drinks,3.002499332
18-02-2023,2,store_1,cold drinks,3.109597901
19-02-2023,2,store_1,cold drinks,2.723947957
20-02-2023,2,store_1,cold drinks,2.852646055
21-02-2023,2,store_1,cold drinks,2.834504529
22-02-2023,2,store_1,cold drinks,2.884622169
23-02-2023,2,store_1,cold drinks,2.956682574
24-02-2023,2,store_1,cold drinks,2.995767015
25-02-2023,2,store_1,cold drinks,3.074748352
26-02-2023,2,store_1,cold drinks,2.653492692
27-02-2023,2,store_1,cold drinks,2.80199794
28-02-2023,2,store_1,cold drinks,2.831608225
01-03-2023,3,store_1,cold drinks,3.067357328
02-03-2023,3,store_1,cold drinks,3.111218146
03-03-2023,3,store_1,cold drinks,3.216372072
04-03-2023,3,store_1,cold drinks,3.268473169
05-03-2023,3,store_1,cold drinks,2.91599704
06-03-2023,3,store_1,cold drinks,2.965760144
07-03-2023,3,store_1,cold drinks,2.973366828
08-03-2023,3,store_1,cold drinks,3.028339357
09-03-2023,3,store_1,cold drinks,3.138938978
10-03-2023,3,store_1,cold drinks,3.21066142
11-03-2023,3,store_1,cold drinks,3.236202758
12-03-2023,3,store_1,cold drinks,2.868702599
13-03-2023,3,store_1,cold drinks,2.99111733
14-03-2023,3,store_1,cold drinks,2.961698467
15-03-2023,3,store_1,cold drinks,3.023730713
16-03-2023,3,store_1,cold drinks,3.166199721
17-03-2023,3,store_1,cold drinks,3.195636299
18-03-2023,3,store_1,cold drinks,3.252710074
19-03-2023,3,store_1,cold drinks,2.804447998
20-03-2023,3,store_1,cold drinks,3.016957751
21-03-2023,3,store_1,cold drinks,3.086744023
22-03-2023,3,store_1,cold drinks,3.124092909
23-03-2023,3,store_1,cold drinks,3.209624748
24-03-2023,3,store_1,cold drinks,3.243290312
25-03-2023,3,store_1,cold drinks,3.205934337
26-03-2023,3,store_1,cold drinks,2.86924152
27-03-2023,3,store_1,cold drinks,2.998106652
28-03-2023,3,store_1,cold drinks,2.975506778
29-03-2023,3,store_1,cold drinks,3.064449597
30-03-2023,3,store_1,cold drinks,3.145763465
31-03-2023,3,store_1,cold drinks,3.222974733
01-01-2023,1,store_1,tropical fruit,2.450998554
02-01-2023,1,store_1,tropical fruit,2.604213486
03-01-2023,1,store_1,tropical fruit,2.632202932
04-01-2023,1,store_1,tropical fruit,2.699069684
05-01-2023,1,store_1,tropical fruit,2.715543037
06-01-2023,1,store_1,tropical fruit,2.747363972
07-01-2023,1,store_1,tropical fruit,2.850326295
08-01-2023,1,store_1,tropical fruit,2.406838397
09-01-2023,1,store_1,tropical fruit,2.600527566
10-01-2023,1,store_1,tropical fruit,2.566017622
11-01-2023,1,store_1,tropical fruit,2.6369726
12-01-2023,1,store_1,tropical fruit,2.663137839
13-01-2023,1,store_1,tropical fruit,2.863238991
14-01-2023,1,store_1,tropical fruit,2.895528178
15-01-2023,1,store_1,tropical fruit,2.376588042
16-01-2023,1,store_1,tropical fruit,2.532552499
17-01-2023,1,store_1,tropical fruit,2.548952548
18-01-2023,1,store_1,tropical fruit,2.681990879
19-01-2023,1,store_1,tropical fruit,2.679542958
20-01-2023,1,store_1,tropical fruit,2.805719493
21-01-2023,1,store_1,tropical fruit,2.85735154
22-01-2023,1,store_1,tropical fruit,2.396430865
23-01-2023,1,store_1,tropical fruit,2.528480482
24-01-2023,1,store_1,tropical fruit,2.617598888
25-01-2023,1,store_1,tropical fruit,2.647688226
26-01-2023,1,store_1,tropical fruit,2.705223395
27-01-2023,1,store_1,tropical fruit,2.767514199
28-01-2023,1,store_1,tropical fruit,2.776567777
29-01-2023,1,store_1,tropical fruit,2.463806173
30-01-2023,1,store_1,tropical fruit,2.500590928
31-01-2023,1,store_1,tropical fruit,2.525450343
01-02-2023,2,store_1,tropical fruit,2.686051215
02-02-2023,2,store_1,tropical fruit,2.77942884
03-02-2023,2,store_1,tropical fruit,2.854833955
04-02-2023,2,store_1,tropical fruit,2.889796821
05-02-2023,2,store_1,tropical fruit,2.542987426
06-02-2023,2,store_1,tropical fruit,2.664845444
07-02-2023,2,store_1,tropical fruit,2.684527592
08-02-2023,2,store_1,tropical fruit,2.770169312
09-02-2023,2,store_1,tropical fruit,2.839613441
10-02-2023,2,store_1,tropical fruit,2.895859688
11-02-2023,2,store_1,tropical fruit,2.888006899
12-02-2023,2,store_1,tropical fruit,2.502579038
13-02-2023,2,store_1,tropical fruit,2.621802022
14-02-2023,2,store_1,tropical fruit,2.700810822
15-02-2023,2,store_1,tropical fruit,2.736656514
16-02-2023,2,store_1,tropical fruit,2.825195149
17-02-2023,2,store_1,tropical fruit,2.834869393
18-02-2023,2,store_1,tropical fruit,3.007328923
19-02-2023,2,store_1,tropical fruit,2.511540545
20-02-2023,2,store_1,tropical fruit,2.715759543
21-02-2023,2,store_1,tropical fruit,2.66891487
22-02-2023,2,store_1,tropical fruit,2.751600508
23-02-2023,2,store_1,tropical fruit,2.795466364
24-02-2023,2,store_1,tropical fruit,2.834553547
25-02-2023,2,store_1,tropical fruit,2.902213891
26-02-2023,2,store_1,tropical fruit,2.561242154
27-02-2023,2,store_1,tropical fruit,2.697635635
28-02-2023,2,store_1,tropical fruit,2.725231715
01-03-2023,3,store_1,tropical fruit,2.924076276
02-03-2023,3,store_1,tropical fruit,2.93194828
03-03-2023,3,store_1,tropical fruit,3.018960948
04-03-2023,3,store_1,tropical fruit,3.075257334
05-03-2023,3,store_1,tropical fruit,2.70442285
06-03-2023,3,store_1,tropical fruit,2.850718792
07-03-2023,3,store_1,tropical fruit,2.824569465
08-03-2023,3,store_1,tropical fruit,2.916798665
09-03-2023,3,store_1,tropical fruit,2.978252086
10-03-2023,3,store_1,tropical fruit,3.083667474
11-03-2023,3,store_1,tropical fruit,3.058448942
12-03-2023,3,store_1,tropical fruit,2.765742398
13-03-2023,3,store_1,tropical fruit,2.828061277
14-03-2023,3,store_1,tropical fruit,2.798377608
15-03-2023,3,store_1,tropical fruit,2.900741842
16-03-2023,3,store_1,tropical fruit,2.969417704
17-03-2023,3,store_1,tropical fruit,3.043920445
18-03-2023,3,store_1,tropical fruit,3.075317243
19-03-2023,3,store_1,tropical fruit,2.712279349
20-03-2023,3,store_1,tropical fruit,2.820569837
21-03-2023,3,store_1,tropical fruit,2.802702547
22-03-2023,3,store_1,tropical fruit,2.899117822
23-03-2023,3,store_1,tropical fruit,2.931801166
24-03-2023,3,store_1,tropical fruit,3.017734304
25-03-2023,3,store_1,tropical fruit,3.051094285
26-03-2023,3,store_1,tropical fruit,2.659720916
27-03-2023,3,store_1,tropical fruit,2.890334561
28-03-2023,3,store_1,tropical fruit,2.814455977
29-03-2023,3,store_1,tropical fruit,2.828286727
30-03-2023,3,store_1,tropical fruit,2.893828149
31-03-2023,3,store_1,tropical fruit,3.089649011
01-01-2023,1,store_1,rolls/buns,3.578198063
02-01-2023,1,store_1,rolls/buns,3.700413714
03-01-2023,1,store_1,rolls/buns,3.726107934
04-01-2023,1,store_1,rolls/buns,3.785524386
05-01-2023,1,store_1,rolls/buns,3.839555654
06-01-2023,1,store_1,rolls/buns,3.887464985
07-01-2023,1,store_1,rolls/buns,3.940911168
08-01-2023,1,store_1,rolls/buns,3.539504249
09-01-2023,1,store_1,rolls/buns,3.700846948
10-01-2023,1,store_1,rolls/buns,3.743422013
11-01-2023,1,store_1,rolls/buns,3.779363888
12-01-2023,1,store_1,rolls/buns,3.828121273
13-01-2023,1,store_1,rolls/buns,3.927568008
14-01-2023,1,store_1,rolls/buns,3.9786669
15-01-2023,1,store_1,rolls/buns,3.524845972
16-01-2023,1,store_1,rolls/buns,3.702769431
17-01-2023,1,store_1,rolls/buns,3.711679024
18-01-2023,1,store_1,rolls/buns,3.746880689
19-01-2023,1,store_1,rolls/buns,3.836319688
20-01-2023,1,store_1,rolls/buns,3.896104594
21-01-2023,1,store_1,rolls/buns,3.98112724
22-01-2023,1,store_1,rolls/buns,3.600068706
23-01-2023,1,store_1,rolls/buns,3.728034166
24-01-2023,1,store_1,rolls/buns,3.70342695
25-01-2023,1,store_1,rolls/buns,3.754374465
26-01-2023,1,store_1,rolls/buns,3.810082189
27-01-2023,1,store_1,rolls/buns,3.893051401
28-01-2023,1,store_1,rolls/buns,3.997195894
29-01-2023,1,store_1,rolls/buns,3.590527153
30-01-2023,1,store_1,rolls/buns,3.745442985
31-01-2023,1,store_1,rolls/buns,3.671274645
01-02-2023,2,store_1,rolls/buns,3.850559457
02-02-2023,2,store_1,rolls/buns,3.934981035
03-02-2023,2,store_1,rolls/buns,3.996011913
04-02-2023,2,store_1,rolls/buns,4.055932158
05-02-2023,2,store_1,rolls/buns,3.664023598
06-02-2023,2,store_1,rolls/buns,3.814603826
07-02-2023,2,store_1,rolls/buns,3.809978826
08-02-2023,2,store_1,rolls/buns,3.872108767
09-02-2023,2,store_1,rolls/buns,3.909198957
10-02-2023,2,store_1,rolls/buns,3.992063113
11-02-2023,2,store_1,rolls/buns,4.06765028
12-02-2023,2,store_1,rolls/buns,3.666835742
13-02-2023,2,store_1,rolls/buns,3.794216919
14-02-2023,2,store_1,rolls/buns,3.794231188
15-02-2023,2,store_1,rolls/buns,3.873303725
16-02-2023,2,store_1,rolls/buns,3.912300228
17-02-2023,2,store_1,rolls/buns,4.005802976
18-02-2023,2,store_1,rolls/buns,4.074749764
19-02-2023,2,store_1,rolls/buns,3.691736625
20-02-2023,2,store_1,rolls/buns,3.867837252
21-02-2023,2,store_1,rolls/buns,3.845250517
22-02-2023,2,store_1,rolls/buns,3.883968478
23-02-2023,2,store_1,rolls/buns,3.923102835
24-02-2023,2,store_1,rolls/buns,3.981320117
25-02-2023,2,store_1,rolls/buns,4.053591082
26-02-2023,2,store_1,rolls/buns,3.695118075
27-02-2023,2,store_1,rolls/buns,3.856519373
28-02-2023,2,store_1,rolls/buns,3.794952267
01-03-2023,3,store_1,rolls/buns,4.028143548
02-03-2023,3,store_1,rolls/buns,4.120299578
03-03-2023,3,store_1,rolls/buns,4.201586865
04-03-2023,3,store_1,rolls/buns,4.27968739
05-03-2023,3,store_1,rolls/buns,3.86963277
06-03-2023,3,store_1,rolls/buns,4.026385459
07-03-2023,3,store_1,rolls/buns,3.997115576
08-03-2023,3,store_1,rolls/buns,4.070477162
09-03-2023,3,store_1,rolls/buns,4.14580808
10-03-2023,3,store_1,rolls/buns,4.184130888
11-03-2023,3,store_1,rolls/buns,4.267698455
12-03-2023,3,store_1,rolls/buns,3.896885459
13-03-2023,3,store_1,rolls/buns,4.020650167
14-03-2023,3,store_1,rolls/buns,3.989569452
15-03-2023,3,store_1,rolls/buns,4.035054687
16-03-2023,3,store_1,rolls/buns,4.129889804
17-03-2023,3,store_1,rolls/buns,4.175408075
18-03-2023,3,store_1,rolls/buns,4.197808118
19-03-2023,3,store_1,rolls/buns,3.851433646
20-03-2023,3,store_1,rolls/buns,4.018148956
21-03-2023,3,store_1,rolls/buns,4.037096373
22-03-2023,3,store_1,rolls/buns,4.061484933
23-03-2023,3,store_1,rolls/buns,4.126449195
24-03-2023,3,store_1,rolls/buns,4.183813139
25-03-2023,3,store_1,rolls/buns,4.248566768
26-03-2023,3,store_1,rolls/buns,3.836054743
27-03-2023,3,store_1,rolls/buns,4.008397354
28-03-2023,3,store_1,rolls/buns,3.977247099
29-03-2023,3,store_1,rolls/buns,4.03804714
30-03-2023,3,store_1,rolls/buns,4.148135775
31-03-2023,3,store_1,rolls/buns,4.174860064
01-01-2023,1,store_1,pastry,3.502277768
02-01-2023,1,store_1,pastry,3.657308282
03-01-2023,1,store_1,pastry,3.683049501
04-01-2023,1,store_1,pastry,3.753138232
05-01-2023,1,store_1,pastry,3.797081925
06-01-2023,1,store_1,pastry,3.876032163
07-01-2023,1,store_1,pastry,3.959383298
08-01-2023,1,store_1,pastry,3.540123042
09-01-2023,1,store_1,pastry,3.665633201
10-01-2023,1,store_1,pastry,3.666996623
11-01-2023,1,store_1,pastry,3.722831181
12-01-2023,1,store_1,pastry,3.831428691
13-01-2023,1,store_1,pastry,3.896725936
14-01-2023,1,store_1,pastry,3.963227963
15-01-2023,1,store_1,pastry,3.532997709
16-01-2023,1,store_1,pastry,3.663570559
17-01-2023,1,store_1,pastry,3.662499423
18-01-2023,1,store_1,pastry,3.756579435
19-01-2023,1,store_1,pastry,3.803555011
20-01-2023,1,store_1,pastry,3.893653204
21-01-2023,1,store_1,pastry,3.92505825
22-01-2023,1,store_1,pastry,3.541811531
23-01-2023,1,store_1,pastry,3.717759988
24-01-2023,1,store_1,pastry,3.725122475
